UniqueID,HIT_ID,String,String1,String2,nCorrect_over_nAnswered
693,69,([$][{])\d+(:[^}]+[}])',([$][{])\d+(:[^}]+[}]),([$][{])\d+(:[^}]+[}]),1
694,69,&([A-Za-z0-9_]+);',&([A-Za-z0-9_]+);,&([A-Za-z0-9_]+);,1
695,69,"xg1(\d{1,3})%'","xg1(\d{1,3})%","xg1(\d{1,3})%",1
696,69,xyz[\x5b-\x5f]',xyz[\x5b-\x5f],xyz[\x5b-\x5f],0.8
697,69,tri[abcdef]3',tri[abcdef]3,tri[abcdef]3,0.8
698,69,([\0175\0173])',([\0175\0173]),([\0175\0173]),0.4
699,69,[\s]',[\s],[\s],0.8
700,70,tuv[A-Za-z0-9_]',tuv[A-Za-z0-9_],tuv[A-Za-z0-9_],1
701,70,[{][$](\d+[.]\d)[}]',[{][$](\d+[.]\d)[}],[{][$](\d+[.]\d)[}],1
702,70,[\t\r\f\n ]',[\t\r\f\n ],[\t\r\f\n ],1
703,70,t[\x3a-\x3b]+p',t[\x3a-\x3b]+p,t[\x3a-\x3b]+p,0
704,70,(deedo|deedodo)',(deedo|deedodo),(deedo|deedodo),1
705,70,tri(a|b|c|d|e|f)3',tri(a|b|c|d|e|f)3,tri(a|b|c|d|e|f)3,1
706,70,(\{|\})',(\{|\}),(\{|\}),1
707,70,[a-f]([0-9]+)[a-f]',[a-f]([0-9]+)[a-f],[a-f]([0-9]+)[a-f],1
708,70,&d([aeiou][aeiou])z',&d([aeiou][aeiou])z,&d([aeiou][aeiou])z,1
709,70,R+',R+,R+,1
710,71,fa[lmnop][lmnop][lmnop]',fa[lmnop][lmnop][lmnop],fa[lmnop][lmnop][lmnop],1
711,71,[\s]',[\s],[\s],0.8
712,71,t[\x3a-\x3b]+p',t[\x3a-\x3b]+p,t[\x3a-\x3b]+p,1
713,71,tuv[A-Za-z0-9_]',tuv[A-Za-z0-9_],tuv[A-Za-z0-9_],1
714,71,(\$\{)\d+(:[^}]+\})',(\$\{)\d+(:[^}]+\}),(\$\{)\d+(:[^}]+\}),1
715,71,tri[abcdef]3',tri[abcdef]3,tri[abcdef]3,1
716,71,([:;])',([:;]),([:;]),1
717,71,(deedo|deedodo)',(deedo|deedodo),(deedo|deedodo),1
718,71,R+',R+,R+,1
719,71,"xg1(\d{1,3})%'","xg1(\d{1,3})%","xg1(\d{1,3})%",1
720,72,[^0-9A-Za-z]',[^0-9A-Za-z],[^0-9A-Za-z],0.6
721,72,&d([aeiou][aeiou])z',&d([aeiou][aeiou])z,&d([aeiou][aeiou])z,NA
722,72,([\072\073])',([\072\073]),([\072\073]),0.4
723,72,no[wxyz]5',no[wxyz]5,no[wxyz]5,1
724,72,RR*',RR*,RR*,0.8
725,72,t[:;]+p',t[:;]+p,t[:;]+p,0.8
726,72,"xg1([0-9]{1,3})%'","xg1([0-9]{1,3})%","xg1([0-9]{1,3})%",0.4
727,72,&(\w+);',&(\w+);,&(\w+);,NA
728,72,(deedo(do)?)',(deedo(do)?),(deedo(do)?),0.75
729,72,\{\$(\d+\.\d)\}',\{\$(\d+\.\d)\},\{\$(\d+\.\d)\},NA
730,73,\{\$(\d+\.\d)\}',\{\$(\d+\.\d)\},\{\$(\d+\.\d)\},1
731,73,[^0-9]',[^0-9],[^0-9],0
732,73,"((q4f){0,1}ab)'","((q4f){0,1}ab)","((q4f){0,1}ab)",1
733,73,([0-9]+)\.([0-9]+)',([0-9]+)\.([0-9]+),([0-9]+)\.([0-9]+),1
734,73,%([0-9a-fA-F][0-9a-fA-F])',%([0-9a-fA-F][0-9a-fA-F]),%([0-9a-fA-F][0-9a-fA-F]),0.8
735,73,&([A-Za-z0-9_]+);',&([A-Za-z0-9_]+);,&([A-Za-z0-9_]+);,0.75
736,73,no[wxyz]5',no[wxyz]5,no[wxyz]5,0.75
737,73,(:|;)',(:|;),(:|;),1
738,73,R+',R+,R+,0.8
739,73,t[\072-\073]+p',t[\072-\073]+p,t[\072-\073]+p,1
740,74,%([0-9A-Fa-f]{2})',%([0-9A-Fa-f]{2}),%([0-9A-Fa-f]{2}),1
741,74,[\s]',[\s],[\s],1
742,74,no(w|x|y|z)5',no(w|x|y|z)5,no(w|x|y|z)5,1
743,74,\{\$(\d+\.\d)\}',\{\$(\d+\.\d)\},\{\$(\d+\.\d)\},1
744,74,xyz[\x5b-\x5f]',xyz[\x5b-\x5f],xyz[\x5b-\x5f],1
745,74,(q4fab|ab)',(q4fab|ab),(q4fab|ab),1
746,74,(\{|\})',(\{|\}),(\{|\}),1
747,74,1q\w\w',1q\w\w,1q\w\w,1
748,74,"xg1(\d{1,3})%'","xg1(\d{1,3})%","xg1(\d{1,3})%",0.6
749,74,za+',za+,za+,1
750,75,t[.][$]+\d+[*]',t[.][$]+\d+[*],t[.][$]+\d+[*],1
751,75,(deedo(do)?)',(deedo(do)?),(deedo(do)?),1
752,75,1q[A-Za-z0-9_][A-Za-z0-9_]',1q[A-Za-z0-9_][A-Za-z0-9_],1q[A-Za-z0-9_][A-Za-z0-9_],1
753,75,([:;])',([:;]),([:;]),1
754,75,[a-f]([0-9]+)[a-f]',[a-f]([0-9]+)[a-f],[a-f]([0-9]+)[a-f],1
755,75,[\s]',[\s],[\s],1
756,75,xyz[\x5b-\x5f]',xyz[\x5b-\x5f],xyz[\x5b-\x5f],1
757,75,&d([aeiou][aeiou])z',&d([aeiou][aeiou])z,&d([aeiou][aeiou])z,1
758,75,RR*',RR*,RR*,1
759,75,tri[a-f]3',tri[a-f]3,tri[a-f]3,1
760,76,&d([aeiou]{2})z',&d([aeiou]{2})z,&d([aeiou]{2})z,1
761,76,\.+',\.+,\.+,1
762,76,t[.][$]+\d+[*]',t[.][$]+\d+[*],t[.][$]+\d+[*],1
763,76,(:|;)',(:|;),(:|;),0.8
764,76,[a-f]([0-9]+)[a-f]',[a-f]([0-9]+)[a-f],[a-f]([0-9]+)[a-f],0.8
765,76,"((q4f){0,1}ab)'","((q4f){0,1}ab)","((q4f){0,1}ab)",1
766,76,no[w-z]5',no[w-z]5,no[w-z]5,0.8
767,76,[\D]',[\D],[\D],1
768,76,1q\w\w',1q\w\w,1q\w\w,1
769,76,xyz[_\[\]`\^\\]',xyz[_\[\]`\^\\],xyz[_\[\]`\^\\],1
770,77,[a-f](\d+)[a-f]',[a-f](\d+)[a-f],[a-f](\d+)[a-f],1
771,77,no[w-z]5',no[w-z]5,no[w-z]5,1
772,77,fa[lmnop]{3}',fa[lmnop]{3},fa[lmnop]{3},1
773,77,tuv\w',tuv\w,tuv\w,1
774,77,R+',R+,R+,1
775,77,([\072\073])',([\072\073]),([\072\073]),0.4
776,77,t[\x3a-\x3b]+p',t[\x3a-\x3b]+p,t[\x3a-\x3b]+p,1
777,77,(\$\{)\d+(:[^}]+\})',(\$\{)\d+(:[^}]+\}),(\$\{)\d+(:[^}]+\}),1
778,77,((q4f)?ab)',((q4f)?ab),((q4f)?ab),1
779,77,[^0-9]',[^0-9],[^0-9],0.6
780,78,xyz[\0133-\0140]',xyz[\0133-\0140],xyz[\0133-\0140],0.6
781,78,"xg1([0-9]{1,3})%'","xg1([0-9]{1,3})%","xg1([0-9]{1,3})%",1
782,78,1q[A-Za-z0-9_][A-Za-z0-9_]',1q[A-Za-z0-9_][A-Za-z0-9_],1q[A-Za-z0-9_][A-Za-z0-9_],1
783,78,&d([aeiou][aeiou])z',&d([aeiou][aeiou])z,&d([aeiou][aeiou])z,1
784,78,"((q4f){0,1}ab)'","((q4f){0,1}ab)","((q4f){0,1}ab)",1
785,78,[\s]',[\s],[\s],1
786,78,([\0175\0173])',([\0175\0173]),([\0175\0173]),0.6
787,78,\{\$(\d+\.\d)\}',\{\$(\d+\.\d)\},\{\$(\d+\.\d)\},1
788,78,\.+',\.+,\.+,1
789,78,no(w|x|y|z)5',no(w|x|y|z)5,no(w|x|y|z)5,1
790,79,no(w|x|y|z)5',no(w|x|y|z)5,no(w|x|y|z)5,1
791,79,(deedo(do)?)',(deedo(do)?),(deedo(do)?),0.4
792,79,za+',za+,za+,1
793,79,xyz[_\[\]`\^\\]',xyz[_\[\]`\^\\],xyz[_\[\]`\^\\],0.6
794,79,(\d+)\.(\d+)',(\d+)\.(\d+),(\d+)\.(\d+),1
795,79,fa[lmnop]{3}',fa[lmnop]{3},fa[lmnop]{3},0.75
796,79,([:;])',([:;]),([:;]),0.4
797,79,(\$\{)\d+(:[^}]+\})',(\$\{)\d+(:[^}]+\}),(\$\{)\d+(:[^}]+\}),0.8
798,79,1q[A-Za-z0-9_][A-Za-z0-9_]',1q[A-Za-z0-9_][A-Za-z0-9_],1q[A-Za-z0-9_][A-Za-z0-9_],0.8
799,79,[\s]',[\s],[\s],1
800,80,t[:;]+p',t[:;]+p,t[:;]+p,0.8
801,80,&d([aeiou]{2})z',&d([aeiou]{2})z,&d([aeiou]{2})z,0.8
802,80,"xg1([0-9]{1,3})%'","xg1([0-9]{1,3})%","xg1([0-9]{1,3})%",0.8
803,80,RR*',RR*,RR*,0.4
804,80,t[.][$]+\d+[*]',t[.][$]+\d+[*],t[.][$]+\d+[*],0.8
805,80,[^0-9]',[^0-9],[^0-9],0.4
806,80,([\072\073])',([\072\073]),([\072\073]),0.2
807,80,1q[A-Za-z0-9_][A-Za-z0-9_]',1q[A-Za-z0-9_][A-Za-z0-9_],1q[A-Za-z0-9_][A-Za-z0-9_],0.4
808,80,(q4fab|ab)',(q4fab|ab),(q4fab|ab),0.6
809,80,no(w|x|y|z)5',no(w|x|y|z)5,no(w|x|y|z)5,0.8
810,81,RR*',RR*,RR*,1
811,81,[\D]',[\D],[\D],1
812,81,"((q4f){0,1}ab)'","((q4f){0,1}ab)","((q4f){0,1}ab)",1
813,81,no[wxyz]5',no[wxyz]5,no[wxyz]5,1
814,81,[{][$](\d+[.]\d)[}]',[{][$](\d+[.]\d)[}],[{][$](\d+[.]\d)[}],1
815,81,[a-f]([0-9]+)[a-f]',[a-f]([0-9]+)[a-f],[a-f]([0-9]+)[a-f],1
816,81,t[\x3a-\x3b]+p',t[\x3a-\x3b]+p,t[\x3a-\x3b]+p,1
817,81,tuv[A-Za-z0-9_]',tuv[A-Za-z0-9_],tuv[A-Za-z0-9_],1
818,81,fa[lmnop][lmnop][lmnop]',fa[lmnop][lmnop][lmnop],fa[lmnop][lmnop][lmnop],0.8
819,81,([\072\073])',([\072\073]),([\072\073]),1
820,82,([\072\073])',([\072\073]),([\072\073]),1
821,82,"xg1([0-9]{1,3})%'","xg1([0-9]{1,3})%","xg1([0-9]{1,3})%",1
822,82,xyz[_\[\]`\^\\]',xyz[_\[\]`\^\\],xyz[_\[\]`\^\\],1
823,82,(\$\{)\d+(:[^}]+\})',(\$\{)\d+(:[^}]+\}),(\$\{)\d+(:[^}]+\}),1
824,82,(deedo|deedodo)',(deedo|deedodo),(deedo|deedodo),1
825,82,[\t\r\f\n ]',[\t\r\f\n ],[\t\r\f\n ],NA
826,82,no[w-z]5',no[w-z]5,no[w-z]5,1
827,82,\..*',\..*,\..*,0.6
828,82,&([A-Za-z0-9_]+);',&([A-Za-z0-9_]+);,&([A-Za-z0-9_]+);,0.8
829,82,&d([aeiou]{2})z',&d([aeiou]{2})z,&d([aeiou]{2})z,1
830,83,tuv\w',tuv\w,tuv\w,1
831,83,[\W_]',[\W_],[\W_],1
832,83,[{][$](\d+[.]\d)[}]',[{][$](\d+[.]\d)[}],[{][$](\d+[.]\d)[}],1
833,83,"xg1(\d{1,3})%'","xg1(\d{1,3})%","xg1(\d{1,3})%",1
834,83,(deedo|deedodo)',(deedo|deedodo),(deedo|deedodo),1
835,83,\.+',\.+,\.+,1
836,83,tri[a-f]3',tri[a-f]3,tri[a-f]3,1
837,83,(\{|\})',(\{|\}),(\{|\}),1
838,83,xyz[\0133-\0140]',xyz[\0133-\0140],xyz[\0133-\0140],NA
839,83,fa[lmnop]{3}',fa[lmnop]{3},fa[lmnop]{3},1
840,84,t[\x3a-\x3b]+p',t[\x3a-\x3b]+p,t[\x3a-\x3b]+p,1
841,84,&(\w+);',&(\w+);,&(\w+);,1
842,84,([}{])',([}{]),([}{]),1
843,84,"(dee(do){1,2})'","(dee(do){1,2})","(dee(do){1,2})",1
844,84,fa[lmnop][lmnop][lmnop]',fa[lmnop][lmnop][lmnop],fa[lmnop][lmnop][lmnop],1
845,84,[{][$](\d+[.]\d)[}]',[{][$](\d+[.]\d)[}],[{][$](\d+[.]\d)[}],0.8
846,84,tri[a-f]3',tri[a-f]3,tri[a-f]3,1
847,84,[^0-9]',[^0-9],[^0-9],1
848,84,[a-f]([0-9]+)[a-f]',[a-f]([0-9]+)[a-f],[a-f]([0-9]+)[a-f],1
849,84,R+',R+,R+,1
850,85,t[\072-\073]+p',t[\072-\073]+p,t[\072-\073]+p,0.6
851,85,&([A-Za-z0-9_]+);',&([A-Za-z0-9_]+);,&([A-Za-z0-9_]+);,0.5
852,85,za+',za+,za+,0.4
853,85,[\W_]',[\W_],[\W_],0.2
854,85,(\{|\})',(\{|\}),(\{|\}),0.4
855,85,"xg1([0-9]{1,3})%'","xg1([0-9]{1,3})%","xg1([0-9]{1,3})%",0.6
856,85,t\.\$+\d+\*',t\.\$+\d+\*,t\.\$+\d+\*,0.6
857,85,(deedo|deedodo)',(deedo|deedodo),(deedo|deedodo),0.4
858,85,no[wxyz]5',no[wxyz]5,no[wxyz]5,0.8
859,85,%([0-9a-fA-F][0-9a-fA-F])',%([0-9a-fA-F][0-9a-fA-F]),%([0-9a-fA-F][0-9a-fA-F]),0.6
860,86,xyz[\0133-\0140]',xyz[\0133-\0140],xyz[\0133-\0140],0.4
861,86,t[.][$]+\d+[*]',t[.][$]+\d+[*],t[.][$]+\d+[*],0.8
862,86,zaa*',zaa*,zaa*,1
863,86,[^0-9A-Za-z]',[^0-9A-Za-z],[^0-9A-Za-z],0
864,86,[a-f]([0-9]+)[a-f]',[a-f]([0-9]+)[a-f],[a-f]([0-9]+)[a-f],1
865,86,([\072\073])',([\072\073]),([\072\073]),1
866,86,%([0-9A-Fa-f]{2})',%([0-9A-Fa-f]{2}),%([0-9A-Fa-f]{2}),1
867,86,(deedo(do)?)',(deedo(do)?),(deedo(do)?),0.8
868,86,1q\w\w',1q\w\w,1q\w\w,1
869,86,no[wxyz]5',no[wxyz]5,no[wxyz]5,1
870,87,(deedo(do)?)',(deedo(do)?),(deedo(do)?),1
871,87,&(\w+);',&(\w+);,&(\w+);,1
872,87,%([0-9A-Fa-f]{2})',%([0-9A-Fa-f]{2}),%([0-9A-Fa-f]{2}),1
873,87,[^0-9]',[^0-9],[^0-9],1
874,87,t[\x3a-\x3b]+p',t[\x3a-\x3b]+p,t[\x3a-\x3b]+p,1
875,87,t[.][$]+\d+[*]',t[.][$]+\d+[*],t[.][$]+\d+[*],1
876,87,(:|;)',(:|;),(:|;),1
877,87,[a-f]([0-9]+)[a-f]',[a-f]([0-9]+)[a-f],[a-f]([0-9]+)[a-f],1
878,87,zaa*',zaa*,zaa*,1
879,87,tri[a-f]3',tri[a-f]3,tri[a-f]3,1
880,88,([0-9]+)\.([0-9]+)',([0-9]+)\.([0-9]+),([0-9]+)\.([0-9]+),0.6
881,88,tuv\w',tuv\w,tuv\w,0.8
882,88,[^0-9A-Za-z]',[^0-9A-Za-z],[^0-9A-Za-z],0
883,88,((q4f)?ab)',((q4f)?ab),((q4f)?ab),0.75
884,88,(\{|\})',(\{|\}),(\{|\}),0.25
885,88,%([0-9A-Fa-f]{2})',%([0-9A-Fa-f]{2}),%([0-9A-Fa-f]{2}),0.4
886,88,no(w|x|y|z)5',no(w|x|y|z)5,no(w|x|y|z)5,0.75
887,88,t\.\$+\d+\*',t\.\$+\d+\*,t\.\$+\d+\*,0.75
888,88,t[\072-\073]+p',t[\072-\073]+p,t[\072-\073]+p,0.25
889,88,R+',R+,R+,1
890,89,[^0-9]',[^0-9],[^0-9],1
891,89,t[.][$]+\d+[*]',t[.][$]+\d+[*],t[.][$]+\d+[*],1
892,89,xyz[\x5b-\x5f]',xyz[\x5b-\x5f],xyz[\x5b-\x5f],1
893,89,fa[lmnop][lmnop][lmnop]',fa[lmnop][lmnop][lmnop],fa[lmnop][lmnop][lmnop],1
894,89,([}{])',([}{]),([}{]),1
895,89,(\d+)\.(\d+)',(\d+)\.(\d+),(\d+)\.(\d+),1
896,89,za+',za+,za+,1
897,89,1q[A-Za-z0-9_][A-Za-z0-9_]',1q[A-Za-z0-9_][A-Za-z0-9_],1q[A-Za-z0-9_][A-Za-z0-9_],1
898,89,(deedo|deedodo)',(deedo|deedodo),(deedo|deedodo),1
899,89,no[w-z]5',no[w-z]5,no[w-z]5,1
900,90,"xg1([0-9]{1,3})%'","xg1([0-9]{1,3})%","xg1([0-9]{1,3})%",0.4
901,90,([}{])',([}{]),([}{]),0.4
902,90,RR*',RR*,RR*,1
903,90,&(\w+);',&(\w+);,&(\w+);,0.8
904,90,(\$\{)\d+(:[^}]+\})',(\$\{)\d+(:[^}]+\}),(\$\{)\d+(:[^}]+\}),0.25
905,90,(deedo|deedodo)',(deedo|deedodo),(deedo|deedodo),1
906,90,[^0-9A-Za-z]',[^0-9A-Za-z],[^0-9A-Za-z],1
907,90,t[:;]+p',t[:;]+p,t[:;]+p,1
908,90,%([0-9a-fA-F][0-9a-fA-F])',%([0-9a-fA-F][0-9a-fA-F]),%([0-9a-fA-F][0-9a-fA-F]),1
909,90,tri(a|b|c|d|e|f)3',tri(a|b|c|d|e|f)3,tri(a|b|c|d|e|f)3,1
910,91,xyz[\x5b-\x5f]',xyz[\x5b-\x5f],xyz[\x5b-\x5f],0.6
911,91,tuv\w',tuv\w,tuv\w,1
912,91,([0-9]+)\.([0-9]+)',([0-9]+)\.([0-9]+),([0-9]+)\.([0-9]+),1
913,91,%([0-9a-fA-F][0-9a-fA-F])',%([0-9a-fA-F][0-9a-fA-F]),%([0-9a-fA-F][0-9a-fA-F]),1
914,91,(\{|\})',(\{|\}),(\{|\}),1
915,91,t\.\$+\d+\*',t\.\$+\d+\*,t\.\$+\d+\*,1
916,91,[\s]',[\s],[\s],1
917,91,no[wxyz]5',no[wxyz]5,no[wxyz]5,0.8
918,91,za+',za+,za+,1
919,91,(deedo(do)?)',(deedo(do)?),(deedo(do)?),0.8
920,92,([}{])',([}{]),([}{]),0.8
921,92,&(\w+);',&(\w+);,&(\w+);,1
922,92,(q4fab|ab)',(q4fab|ab),(q4fab|ab),1
923,92,tri(a|b|c|d|e|f)3',tri(a|b|c|d|e|f)3,tri(a|b|c|d|e|f)3,0.6
924,92,fa[lmnop]{3}',fa[lmnop]{3},fa[lmnop]{3},0.4
925,92,t[\x3a-\x3b]+p',t[\x3a-\x3b]+p,t[\x3a-\x3b]+p,NA
926,92,([$][{])\d+(:[^}]+[}])',([$][{])\d+(:[^}]+[}]),([$][{])\d+(:[^}]+[}]),0.4
927,92,\..*',\..*,\..*,1
928,92,[\D]',[\D],[\D],0.6
929,92,(\d+)\.(\d+)',(\d+)\.(\d+),(\d+)\.(\d+),0.3333333333
930,93,t[\072-\073]+p',t[\072-\073]+p,t[\072-\073]+p,1
931,93,no[w-z]5',no[w-z]5,no[w-z]5,1
932,93,(q4fab|ab)',(q4fab|ab),(q4fab|ab),1
933,93,[a-f](\d+)[a-f]',[a-f](\d+)[a-f],[a-f](\d+)[a-f],1
934,93,&d([aeiou][aeiou])z',&d([aeiou][aeiou])z,&d([aeiou][aeiou])z,1
935,93,tuv[A-Za-z0-9_]',tuv[A-Za-z0-9_],tuv[A-Za-z0-9_],1
936,93,\{\$(\d+\.\d)\}',\{\$(\d+\.\d)\},\{\$(\d+\.\d)\},1
937,93,(:|;)',(:|;),(:|;),1
938,93,\..*',\..*,\..*,1
939,93,[^0-9A-Za-z]',[^0-9A-Za-z],[^0-9A-Za-z],1
940,94,&([A-Za-z0-9_]+);',&([A-Za-z0-9_]+);,&([A-Za-z0-9_]+);,1
941,94,(deedo|deedodo)',(deedo|deedodo),(deedo|deedodo),1
942,94,tri(a|b|c|d|e|f)3',tri(a|b|c|d|e|f)3,tri(a|b|c|d|e|f)3,1
943,94,([}{])',([}{]),([}{]),1
944,94,xyz[\0133-\0140]',xyz[\0133-\0140],xyz[\0133-\0140],0.75
945,94,RR*',RR*,RR*,0.8
946,94,(\d+)\.(\d+)',(\d+)\.(\d+),(\d+)\.(\d+),1
947,94,[\W_]',[\W_],[\W_],1
948,94,fa[lmnop][lmnop][lmnop]',fa[lmnop][lmnop][lmnop],fa[lmnop][lmnop][lmnop],1
949,94,t\.\$+\d+\*',t\.\$+\d+\*,t\.\$+\d+\*,1
950,95,[\s]',[\s],[\s],1
951,95,t[\072-\073]+p',t[\072-\073]+p,t[\072-\073]+p,1
952,95,\..*',\..*,\..*,1
953,95,"((q4f){0,1}ab)'","((q4f){0,1}ab)","((q4f){0,1}ab)",1
954,95,tuv\w',tuv\w,tuv\w,1
955,95,\{\$(\d+\.\d)\}',\{\$(\d+\.\d)\},\{\$(\d+\.\d)\},1
956,95,fa[lmnop][lmnop][lmnop]',fa[lmnop][lmnop][lmnop],fa[lmnop][lmnop][lmnop],1
957,95,no[w-z]5',no[w-z]5,no[w-z]5,1
958,95,(\d+)\.(\d+)',(\d+)\.(\d+),(\d+)\.(\d+),1
959,95,([}{])',([}{]),([}{]),1
960,96,tri(a|b|c|d|e|f)3',tri(a|b|c|d|e|f)3,tri(a|b|c|d|e|f)3,0.4
961,96,([$][{])\d+(:[^}]+[}])',([$][{])\d+(:[^}]+[}]),([$][{])\d+(:[^}]+[}]),0.4
962,96,"xg1([0-9]{1,3})%'","xg1([0-9]{1,3})%","xg1([0-9]{1,3})%",0.8
963,96,(q4fab|ab)',(q4fab|ab),(q4fab|ab),0.8
964,96,&([A-Za-z0-9_]+);',&([A-Za-z0-9_]+);,&([A-Za-z0-9_]+);,0.8
965,96,\.+',\.+,\.+,1
966,96,xyz[\0133-\0140]',xyz[\0133-\0140],xyz[\0133-\0140],0.5
967,96,fa[lmnop]{3}',fa[lmnop]{3},fa[lmnop]{3},1
968,96,([\072\073])',([\072\073]),([\072\073]),0.25
969,96,[\W_]',[\W_],[\W_],0.4
970,97,(q4fab|ab)',(q4fab|ab),(q4fab|ab),1
971,97,([}{])',([}{]),([}{]),1
972,97,"xg1(\d{1,3})%'","xg1(\d{1,3})%","xg1(\d{1,3})%",0.6
973,97,R+',R+,R+,1
974,97,[{][$](\d+[.]\d)[}]',[{][$](\d+[.]\d)[}],[{][$](\d+[.]\d)[}],1
975,97,fa[lmnop]{3}',fa[lmnop]{3},fa[lmnop]{3},1
976,97,[\D]',[\D],[\D],0.4
977,97,t[:;]+p',t[:;]+p,t[:;]+p,1
978,97,&(\w+);',&(\w+);,&(\w+);,NA
979,97,no(w|x|y|z)5',no(w|x|y|z)5,no(w|x|y|z)5,0.6
980,98,&([A-Za-z0-9_]+);',&([A-Za-z0-9_]+);,&([A-Za-z0-9_]+);,0.6
981,98,[a-f]([0-9]+)[a-f]',[a-f]([0-9]+)[a-f],[a-f]([0-9]+)[a-f],0.4
982,98,t\.\$+\d+\*',t\.\$+\d+\*,t\.\$+\d+\*,0.8
983,98,fa[lmnop]{3}',fa[lmnop]{3},fa[lmnop]{3},0.8
984,98,tri[a-f]3',tri[a-f]3,tri[a-f]3,1
985,98,xyz[\0133-\0140]',xyz[\0133-\0140],xyz[\0133-\0140],0.6
986,98,(:|;)',(:|;),(:|;),1
987,98,(deedo|deedodo)',(deedo|deedodo),(deedo|deedodo),1
988,98,[\t\r\f\n ]',[\t\r\f\n ],[\t\r\f\n ],0.6
989,98,zaa*',zaa*,zaa*,1
990,99,no(w|x|y|z)5',no(w|x|y|z)5,no(w|x|y|z)5,1
991,99,tuv\w',tuv\w,tuv\w,0.8
992,99,[\t\r\f\n ]',[\t\r\f\n ],[\t\r\f\n ],0.6
993,99,([:;])',([:;]),([:;]),0.4
994,99,t[:;]+p',t[:;]+p,t[:;]+p,1
995,99,([$][{])\d+(:[^}]+[}])',([$][{])\d+(:[^}]+[}]),([$][{])\d+(:[^}]+[}]),0.8
996,99,"((q4f){0,1}ab)'","((q4f){0,1}ab)","((q4f){0,1}ab)",0.6
997,99,fa[lmnop][lmnop][lmnop]',fa[lmnop][lmnop][lmnop],fa[lmnop][lmnop][lmnop],0.6
998,99,\..*',\..*,\..*,0.8
999,99,"xg1(\d{1,3})%'","xg1(\d{1,3})%","xg1(\d{1,3})%",0.6
1000,100,([0-9]+)\.([0-9]+)',([0-9]+)\.([0-9]+),([0-9]+)\.([0-9]+),0.2
1001,100,1q[A-Za-z0-9_][A-Za-z0-9_]',1q[A-Za-z0-9_][A-Za-z0-9_],1q[A-Za-z0-9_][A-Za-z0-9_],0.8
1002,100,fa[lmnop][lmnop][lmnop]',fa[lmnop][lmnop][lmnop],fa[lmnop][lmnop][lmnop],0.8
1003,100,tri[abcdef]3',tri[abcdef]3,tri[abcdef]3,0.6
1004,100,"(dee(do){1,2})'","(dee(do){1,2})","(dee(do){1,2})",0.75
1005,100,(\{|\})',(\{|\}),(\{|\}),0.6
1006,100,[{][$](\d+[.]\d)[}]',[{][$](\d+[.]\d)[}],[{][$](\d+[.]\d)[}],0.8
1007,100,xyz[\x5b-\x5f]',xyz[\x5b-\x5f],xyz[\x5b-\x5f],0.2
1008,100,[\s]',[\s],[\s],0.4
1009,100,zaa*',zaa*,zaa*,0.6
1010,101,no[w-z]5',no[w-z]5,no[w-z]5,1
1011,101,([$][{])\d+(:[^}]+[}])',([$][{])\d+(:[^}]+[}]),([$][{])\d+(:[^}]+[}]),1
1012,101,zaa*',zaa*,zaa*,1
1013,101,([}{])',([}{]),([}{]),1
1014,101,tuv[A-Za-z0-9_]',tuv[A-Za-z0-9_],tuv[A-Za-z0-9_],1
1015,101,t[\x3a-\x3b]+p',t[\x3a-\x3b]+p,t[\x3a-\x3b]+p,1
1016,101,[^0-9A-Za-z]',[^0-9A-Za-z],[^0-9A-Za-z],1
1017,101,((q4f)?ab)',((q4f)?ab),((q4f)?ab),1
1018,101,&d([aeiou]{2})z',&d([aeiou]{2})z,&d([aeiou]{2})z,1
1019,101,[a-f]([0-9]+)[a-f]',[a-f]([0-9]+)[a-f],[a-f]([0-9]+)[a-f],1
1020,102,(deedo(do)?)',(deedo(do)?),(deedo(do)?),1
1021,102,([\0175\0173])',([\0175\0173]),([\0175\0173]),1
1022,102,R+',R+,R+,1
1023,102,[\t\r\f\n ]',[\t\r\f\n ],[\t\r\f\n ],1
1024,102,fa[lmnop][lmnop][lmnop]',fa[lmnop][lmnop][lmnop],fa[lmnop][lmnop][lmnop],1
1025,102,xyz[\0133-\0140]',xyz[\0133-\0140],xyz[\0133-\0140],1
1026,102,1q[A-Za-z0-9_][A-Za-z0-9_]',1q[A-Za-z0-9_][A-Za-z0-9_],1q[A-Za-z0-9_][A-Za-z0-9_],1
1027,102,[a-f]([0-9]+)[a-f]',[a-f]([0-9]+)[a-f],[a-f]([0-9]+)[a-f],0.8
1028,102,no[wxyz]5',no[wxyz]5,no[wxyz]5,1
1029,102,\{\$(\d+\.\d)\}',\{\$(\d+\.\d)\},\{\$(\d+\.\d)\},1
1030,103,zaa*',zaa*,zaa*,1
1031,103,[^0-9A-Za-z]',[^0-9A-Za-z],[^0-9A-Za-z],1
1032,103,xyz[\x5b-\x5f]',xyz[\x5b-\x5f],xyz[\x5b-\x5f],1
1033,103,([\0175\0173])',([\0175\0173]),([\0175\0173]),0.4
1034,103,1q\w\w',1q\w\w,1q\w\w,1
1035,103,"((q4f){0,1}ab)'","((q4f){0,1}ab)","((q4f){0,1}ab)",1
1036,103,tri[abcdef]3',tri[abcdef]3,tri[abcdef]3,1
1037,103,"xg1([0-9]{1,3})%'","xg1([0-9]{1,3})%","xg1([0-9]{1,3})%",1
